id,text,aspect,sentiment
1929,"The food was delicious (I had a halibut special, my husband had steak), and the service was top-notch.",service,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",decor,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",dining hall,positive
175,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",semi-private boths,positive
2620,"The service was a bit slow, but they were very friendly.",service,negative
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,Pizza,positive
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,wine,positive
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,service,positive
71,THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,backyard dining area,positive
2640,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,sake,neutral
3254,I have eaten there 3-4 times and the food was always good.,food,positive
1067,"Compared to Ess-a, Tal offers a less doughy bagel!",bagel,negative
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,positive
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,positive
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative
882,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,negative
2387,Several of the dim sum orders had about 6-8 pieces.,dim sum orders,neutral
3376,"Order the panang duck, it's fantastic.",panang duck,positive
2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,vegetarian entree,positive
2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,Abby's treasure,positive
2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,wintermelon,positive
2085,The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,assortment of fresh mushrooms and vegetables,positive
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",Steak Tartare,positive
905,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",French food,positive
905,"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",service,positive
486,The corned beef was tender and melted in my mouth.,corned beef,positive
1660,Stuffing yourself with Japanese food is a rare thing.,Japanese food,neutral
3642,"The food is outstanding and the service is quick, friendly and very professional.",food,positive
3642,"The food is outstanding and the service is quick, friendly and very professional.",service,positive
1748,Great pizza and fantastic service.,pizza,positive
1748,Great pizza and fantastic service.,service,positive
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",food,positive
1456,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat.",prices,positive
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,white bean brushetta,positive
2681,The white bean brushetta to start was incredible and the pasta was phenomenal.,pasta,positive
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",service,negative
1009,"The service was bad, the food took to forever to come, we sat on the upper level.",food,negative
1910,"The food is expensive, but worth every bite.",food,conflict
2563,"I work near-by, and they have the BEST oatmeal in the neighborhood- not a packaged or quick-cooked item.",oatmeal,positive
2507,The food is great and authentic.,food,positive
131,Big Wong gets big Ups for a fine establishment.,establishment,positive
377,We were a group of 8 and well seved.,seved,positive
901,The photos of the restaurant in its web site are way better than the real look.,look,negative
3127,This place is incredibly tiny.,place,negative
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,salads,positive
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,lettuce,neutral
2573,Although we were looking for regular lettuce and some walnuts the salads we got were great.,walnuts,neutral
1602,"Service is great, takeout is good too.",Service,positive
1602,"Service is great, takeout is good too.",takeout,positive
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",food,positive
2443,"Great food (spinach and corn dumplings and massamman curry), very friendly and no nonsense service and a clean and funky bathroom.",spinach and corn dumplings,positive
